reward_pointer,reward_position,surprise_pointer,surprise_position,steps_after_reward,anchor_pointer,anchor_position,hash_key,env,score_context_start,score,abs_td_error,value_previous,value,value_next,value_diff,z_td,z_value_signal,reward_at_surprise
38996,38996,38999,38999,3,38997,38997,377,0,38937,0.3724272847175598,0.09961214661598206,0.21082794666290283,0.27245020866394043,0.17547011375427246,0.0616222620010376,0.3595099449157715,0.5975866317749023,0.0
49354,49354,49356,49356,2,49354,49354,872,0,49294,0.35912686586380005,0.10328637808561325,0.08446621894836426,0.1277329921722412,0.024818897247314453,0.04326677322387695,0.3881153166294098,0.4204518496990204,0.0
9504,9504,9504,9504,0,9502,9502,406,0,9442,0.34348270297050476,0.768646240234375,0.7732847929000854,0.48752927780151367,0.260076642036438,-0.2857555150985718,5.568209648132324,-2.754690408706665,1.0
35074,35074,35074,35074,0,35072,35072,317,0,35012,0.3337315320968628,0.7747763395309448,0.5546741485595703,0.2649315595626831,0.04031252861022949,-0.2897425889968872,5.6159348487854,-2.793166399002075,1.0
48556,48556,48556,48556,0,48554,48554,902,0,48494,0.33204755187034607,0.8756976127624512,0.473324179649353,0.16909289360046387,0.04547262191772461,-0.30423128604888916,6.401647567749023,-2.932985782623291,1.0
48635,48635,48635,48635,0,48633,48633,380,0,48573,0.3319205343723297,0.41306912899017334,0.8486053943634033,0.6335327625274658,0.04731154441833496,-0.2150726318359375,2.799898862838745,-2.0725839138031006,1.0
24919,24919,24919,24919,0,24917,24917,715,0,24857,0.32431575655937195,0.336315393447876,1.123337984085083,0.9322605133056641,0.2726658582687378,-0.19107747077941895,2.2023401260375977,-1.8410249948501587,1.0
44813,44813,44813,44813,0,44811,44811,957,0,44751,0.3226257860660553,0.46268177032470703,0.7926088571548462,0.5602893829345703,0.023320913314819336,-0.23231947422027588,3.1861531734466553,-2.2390198707580566,1.0
36642,36642,36642,36642,0,36640,36640,252,0,36580,0.29863443970680237,0.8117784261703491,0.6221572160720825,0.3152540922164917,0.1289670467376709,-0.3069031238555908,5.904011249542236,-2.9587695598602295,1.0
50790,50790,50792,50792,2,50790,50790,564,0,50730,0.26496073603630066,0.17602024972438812,0.42679309844970703,0.30841541290283203,0.13441133499145508,-0.118377685546875,0.9543777704238892,-1.1394550800323486,0.0
47231,47231,47231,47231,0,47229,47229,52,0,47169,0.25835874676704407,0.7326157093048096,0.5905165672302246,0.2799358367919922,0.01274263858795166,-0.3105807304382324,5.2876973152160645,-2.9942593574523926,1.0
38009,38009,38009,38009,0,38007,38007,935,0,37947,0.243252694606781,1.0132862329483032,0.4031277894973755,0.04961037635803223,0.06385445594787598,-0.35351741313934326,7.472830772399902,-3.4086084365844727,1.0
38668,38668,38668,38668,0,38666,38666,472,0,38606,0.23717474937438965,0.8795371055603027,0.568516731262207,0.22815251350402832,0.10932958126068115,-0.3403642177581787,6.431539535522461,-3.281677007675171,1.0
21251,21251,21251,21251,0,21249,21249,903,0,21189,0.21311481297016144,0.7992310523986816,0.5735940933227539,0.2327338457107544,0.032451629638671875,-0.3408602476119995,5.8063249588012695,-3.286463975906372,1.0
39249,39249,39252,39252,3,39250,39250,889,0,39190,0.2020779550075531,0.07942679524421692,0.01407933235168457,0.06964385509490967,-0.00993192195892334,0.0555645227432251,0.20235884189605713,0.5391280055046082,0.0
47231,47231,47234,47234,3,47232,47232,537,0,47172,0.19925729930400848,0.09067168831825256,0.08929860591888428,0.08778500556945801,-0.0029306411743164062,-0.0015136003494262695,0.2899048626422882,-0.011689259670674801,0.0
26657,26657,26657,26657,0,26655,26655,33,0,26595,0.19615690410137177,0.9898325204849243,0.3974837064743042,0.023937344551086426,0.013979554176330566,-0.3735463619232178,7.290234088897705,-3.6018924713134766,1.0
20784,20784,20786,20786,2,20784,20784,893,0,20724,0.19233447313308716,0.07567146420478821,0.15372192859649658,0.22716248035430908,0.15379798412322998,0.0734405517578125,0.1731220781803131,0.7116358876228333,0.0
34340,34340,34342,34342,2,34340,34340,874,0,34280,0.17297208309173584,0.15286655724048615,0.4165905714035034,0.2727900743484497,0.12174975872039795,-0.1438004970550537,0.7741169333457947,-1.3847911357879639,0.0
31057,31057,31059,31059,2,31057,31057,372,0,30997,0.17064203321933746,0.07732388377189636,0.22255408763885498,0.26447582244873047,0.1900019645690918,0.04192173480987549,0.18598683178424835,0.4074718952178955,0.0
49184,49184,49184,49184,0,49182,49182,285,0,49122,0.17049166560173035,0.9025119543075562,0.5795249938964844,0.20153331756591797,0.10562968254089355,-0.3779916763305664,6.610408306121826,-3.6447908878326416,1.0
