reward_pointer,reward_position,surprise_pointer,surprise_position,steps_after_reward,anchor_pointer,anchor_position,hash_key,env,score_context_start,score,abs_td_error,value_previous,value,value_next,value_diff,z_td,z_value_signal,reward_at_surprise,trigger_window_max_score,trigger_window_max_pointer,trigger_is_window_max,trigger_threshold,trigger_passed
39249,39249,39251,39251,2,39249,39249,633,0,39189,0.2848776876926422,0.0890318900346756,0.03844141960144043,0.09877502918243408,0.009891510009765625,0.06033360958099365,0.2771383821964264,0.5851508378982544,0.0,7.321920871734619,39248,False,3.5,False
9582,9582,9582,9582,0,9580,9580,134,0,9520,0.26407986879348755,0.8911886215209961,0.6269365549087524,0.296444296836853,0.1904902458190918,-0.3304922580718994,6.522251605987549,-3.186410427093506,1.0,3.598513603210449,9579,False,3.5,False
50711,50711,50713,50713,2,50711,50711,753,0,50651,0.24875620007514954,0.08847948908805847,-0.0024089813232421875,0.038517117500305176,0.12893056869506836,0.04092609882354736,0.27283769845962524,0.3978637754917145,0.0,7.436913013458252,50710,False,3.5,False
9504,9504,9504,9504,0,9502,9502,420,0,9442,0.22603923082351685,0.9483449459075928,0.7745780944824219,0.4207092523574829,0.37467432022094727,-0.35386884212493896,6.967236518859863,-3.4119999408721924,1.0,25.559452056884766,9456,False,3.5,False
49184,49184,49184,49184,0,49182,49182,175,0,49122,0.22134259343147278,0.8161892890930176,0.5983192920684814,0.25908422470092773,0.07641983032226562,-0.3392350673675537,5.938351631164551,-3.270780563354492,1.0,32.90976333618164,49182,False,3.5,False
38839,38839,38842,38842,3,38840,38840,320,0,38780,0.21415919065475464,0.0851919874548912,0.16273760795593262,0.1956479549407959,0.11213803291320801,0.03291034698486328,0.24724319577217102,0.3205099105834961,0.0,41.64613723754883,38791,False,3.5,False
48635,48635,48637,48637,2,48635,48635,585,0,48575,0.21100518107414246,0.08689156919717789,0.12536942958831787,0.14803123474121094,0.06207072734832764,0.022661805152893066,0.26047512888908386,0.22160907089710236,0.0,25.80980110168457,48634,False,3.5,False
50790,50790,50792,50792,2,50790,50790,614,0,50730,0.21066688001155853,0.3331556022167206,0.7076172828674316,0.470325231552124,0.1392585039138794,-0.23729205131530762,2.1777398586273193,-2.2870066165924072,0.0,6.415882587432861,50789,False,3.5,False
46859,46859,46859,46859,0,46857,46857,495,0,46797,0.2080221176147461,0.9402623176574707,0.5097543001174927,0.14809763431549072,0.08970558643341064,-0.36165666580200195,6.9043097496032715,-3.487154245376587,1.0,2.059323310852051,46855,False,3.5,False
43285,43285,43288,43288,3,43286,43286,94,0,43226,0.19231292605400085,0.07968071103096008,0.07659876346588135,0.12257301807403564,0.04354548454284668,0.0459742546081543,0.20433567464351654,0.4465796649456024,0.0,24.676925659179688,43236,False,3.5,False
24919,24919,24919,24919,0,24917,24917,25,0,24857,0.18545426428318024,0.37369585037231445,1.1156644821166992,0.8499635457992554,0.2270653247833252,-0.26570093631744385,2.4933619499206543,-2.5611588954925537,1.0,21.811941146850586,24870,False,3.5,False
40114,40114,40116,40116,2,40114,40114,367,0,40054,0.1813134402036667,0.1077614575624466,0.2070305347442627,0.14195740222930908,0.2535216808319092,-0.06507313251495361,0.42295560240745544,-0.6250536441802979,0.0,6.1586151123046875,40113,False,3.5,False
