reward_pointer,reward_position,surprise_pointer,surprise_position,steps_after_reward,anchor_pointer,anchor_position,hash_key,env,score_context_start,score,abs_td_error,value_previous,value,value_next,value_diff,z_td,z_value_signal,reward_at_surprise,trigger_window_max_score,trigger_window_max_pointer,trigger_is_window_max,trigger_threshold,trigger_passed
49354,49354,49354,49354,0,49352,49352,978,0,49292,7.443534851074219,0.9207384586334229,0.020069122314453125,0.09217715263366699,0.013112306594848633,0.07210803031921387,6.7523088455200195,0.6987767219543457,1.0,7.443534851074219,49354,True,3.5,True
47602,47602,47602,47602,0,47600,47600,946,0,47540,5.9056782722473145,0.7127046585083008,0.25920045375823975,0.33870482444763184,0.0521923303604126,0.07950437068939209,5.132681846618652,0.7701531648635864,1.0,13.753341674804688,47553,False,3.5,False
50869,50869,50870,50870,1,50868,50868,794,0,50808,4.891058921813965,0.39121949672698975,0.46115362644195557,0.636041522026062,0.24855029582977295,0.17488789558410645,2.629790782928467,1.690626621246338,0.0,4.891058921813965,50870,True,3.5,True
50534,50534,50534,50534,0,50532,50532,283,0,50472,4.724508285522461,0.9318574666976929,0.10717058181762695,0.10638773441314697,0.03882765769958496,-0.0007828474044799805,6.838874816894531,-0.004637322388589382,1.0,4.724508285522461,50534,True,3.5,True
50185,50185,50185,50185,0,50183,50183,946,0,50123,4.602519989013672,0.9412274956703186,0.015097498893737793,0.009067177772521973,-0.05046224594116211,-0.00603032112121582,6.9118242263793945,-0.05527667701244354,1.0,4.602519989013672,50185,True,3.5,True
49581,49581,49581,49581,0,49579,49579,676,0,49519,4.072938919067383,1.0735888481140137,0.08417689800262451,0.0423731803894043,0.11772799491882324,-0.041803717613220215,7.942310810089111,-0.40049833059310913,1.0,8.023139953613281,49578,False,3.5,False
47696,47696,47696,47696,0,47694,47694,1010,0,47634,3.7204155921936035,0.9256607294082642,0.16274499893188477,0.1297703981399536,0.056275248527526855,-0.03297460079193115,6.79063081741333,-0.3152952790260315,1.0,7.902880668640137,47694,False,3.5,False
28734,28734,28734,28734,0,28732,28732,598,0,28672,3.344848394393921,0.8653421401977539,0.24157583713531494,0.20394396781921387,0.07034122943878174,-0.037631869316101074,6.32102632522583,-0.36023902893066406,1.0,3.344848394393921,28734,True,3.5,False
23899,23899,23899,23899,0,23897,23897,275,0,23837,3.342311143875122,0.8787317276000977,0.22821354866027832,0.18830227851867676,0.06805479526519775,-0.03991127014160156,6.425269603729248,-0.3822357654571533,1.0,13.032968521118164,23896,False,3.5,False
11502,11502,11502,11502,0,11500,11500,256,0,11440,3.059644937515259,0.9847265481948853,0.10044586658477783,0.033371686935424805,0.018373847007751465,-0.06707417964935303,7.250482082366943,-0.6443642377853394,1.0,56.804744720458984,11459,False,3.5,False
