Run Name,Run ID,State,Commit,Logic,Eval Return,Retrieval Enable,Save Warmup,Warmup Steps,Calculated Warmup Steps,Dynamic Warmup Delay Steps,Dynamic Warmup Target Steps,Min Warmup Steps,Batch Size Reduction,Z Score Threshold,Value Signal,Score Combination,Additive Z Score Threshold,Hash Bits,Retrieval Target,Anchor Weight,Seed,Created At
UpNDown_67byf59a_6020_X,67byf59a,finished,73f7e14,num_valid_anchors,3203.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6020,2026-09-01T11:05:25Z
Amidar_jqagfsay_1_O,jqagfsay,finished,73f7e14,num_valid_anchors,121.85,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,1,2026-09-01T11:53:34Z
UpNDown_9dnas5w5_6020_O,9dnas5w5,finished,73f7e14,num_valid_anchors,2408,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6020,2026-09-01T12:01:39Z
Assault_7x4w4zpy_1_O,7x4w4zpy,finished,73f7e14,num_valid_anchors,725.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,1,2026-09-01T12:14:19Z
Qbert_5bcqjuh3_6000_X,5bcqjuh3,finished,73f7e14,num_valid_anchors,2685,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-01T12:54:15Z
Krull_ftz9pz4p_2000_O,ftz9pz4p,finished,73f7e14,num_valid_anchors,4996,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,2000,2026-09-01T12:58:58Z
Krull_58rfnm1e_2010_O,58rfnm1e,finished,73f7e14,num_valid_anchors,6033.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,2010,2026-09-01T14:02:11Z
Qbert_oy9ie1wl_6000_O,oy9ie1wl,finished,73f7e14,num_valid_anchors,3657.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-01T14:44:18Z
Asterix_2h6dott0_10_O,2h6dott0,finished,73f7e14,num_valid_anchors,587.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-01T14:48:48Z
Asterix_dsvqpsn0_3710_O,dsvqpsn0,finished,73f7e14,num_valid_anchors,585,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,3710,2026-09-01T15:18:03Z
BattleZone_xbnqntlx_6000_X,xbnqntlx,finished,73f7e14,num_valid_anchors,15100,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-01T16:04:43Z
BattleZone_0x4n8qte_6000_O,0x4n8qte,finished,73f7e14,num_valid_anchors,7750,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-01T17:33:23Z
Boxing_raqktz01_10_O,raqktz01,finished,73f7e14,num_valid_anchors,74.55,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-01T17:44:05Z
BattleZone_wcymm328_6010_X,wcymm328,finished,73f7e14,num_valid_anchors,9300,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6010,2026-09-01T17:54:17Z
Breakout_eigxxz9b_10_O,eigxxz9b,finished,73f7e14,num_valid_anchors,11.85,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-01T18:10:36Z
BattleZone_xwrubrqd_6010_O,xwrubrqd,finished,73f7e14,num_valid_anchors,6200,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6010,2026-09-01T19:56:53Z
Breakout_4kkwx66h_3710_O,4kkwx66h,finished,73f7e14,num_valid_anchors,12.9,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,3710,2026-09-01T20:44:11Z
ChopperCommand_uredttvz_710_O,uredttvz,finished,73f7e14,num_valid_anchors,1135,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,710,2026-09-01T21:01:13Z
BattleZone_8yvltymc_6020_X,8yvltymc,finished,73f7e14,num_valid_anchors,8200,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6020,2026-09-01T21:01:35Z
Alien_z41f07x3_2000_O,z41f07x3,finished,73f7e14,num_valid_anchors,657.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,2000,2026-09-01T21:07:47Z
Assault_ikuyyr7u_2000_O,ikuyyr7u,finished,73f7e14,num_valid_anchors,643.05,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,2000,2026-09-01T21:57:07Z
BattleZone_j8w0qwun_6020_O,j8w0qwun,finished,73f7e14,num_valid_anchors,6300,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6020,2026-09-01T22:52:53Z
Alien_xd2ucgt8_6000_X,xd2ucgt8,finished,73f7e14,num_valid_anchors,1397.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-01T22:55:04Z
ChopperCommand_zl2ifen5_3710_O,zl2ifen5,finished,73f7e14,num_valid_anchors,1325,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,3710,2026-09-01T23:46:54Z
CrazyClimber_t7w9hapz_10_O,t7w9hapz,finished,73f7e14,num_valid_anchors,48125,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-02T00:03:12Z
Alien_4c7r7box_6000_O,4c7r7box,finished,73f7e14,num_valid_anchors,1149,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-02T01:16:42Z
Alien_634bwq4n_6010_X,634bwq4n,finished,73f7e14,num_valid_anchors,1138.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6010,2026-09-02T01:57:30Z
CrazyClimber_262zl2zi_3710_O,262zl2zi,finished,73f7e14,num_valid_anchors,48520,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,3710,2026-09-02T03:08:08Z
DemonAttack_zeiqxq87_10_O,zeiqxq87,finished,73f7e14,num_valid_anchors,165.25,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-02T03:10:56Z
Alien_kivavb18_6010_O,kivavb18,finished,73f7e14,num_valid_anchors,1251,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6010,2026-09-02T03:54:03Z
Amidar_oer7qv9z_6000_X,oer7qv9z,finished,73f7e14,num_valid_anchors,126.4,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-02T04:08:20Z
BankHeist_x2vlbz3b_2000_O,x2vlbz3b,finished,73f7e14,num_valid_anchors,144.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,2000,2026-09-02T04:18:39Z
Kangaroo_kigct3b3_2000_O,kigct3b3,finished,73f7e14,num_valid_anchors,1870,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,2000,2026-09-02T05:26:23Z
Gopher_agdcodrk_10_O,agdcodrk,finished,73f7e14,num_valid_anchors,3088,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-02T06:15:25Z
Gopher_fun4wcbt_3710_O,fun4wcbt,finished,73f7e14,num_valid_anchors,4568,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,3710,2026-09-02T06:24:13Z
Amidar_mcqgurxl_6000_O,mcqgurxl,finished,73f7e14,num_valid_anchors,179.95,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6000,2026-09-02T06:31:53Z
Amidar_ri5yeb2g_6010_X,ri5yeb2g,finished,73f7e14,num_valid_anchors,253.45,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6010,2026-09-02T06:54:28Z
Amidar_ztpiqajn_6010_O,ztpiqajn,finished,73f7e14,num_valid_anchors,262.75,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6010,2026-09-02T09:04:33Z
Amidar_mkjji3hv_6020_X,mkjji3hv,finished,73f7e14,num_valid_anchors,335.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,6020,2026-09-02T09:11:54Z
Hero_u571sns3_10_O,u571sns3,finished,73f7e14,num_valid_anchors,12690,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,10,2026-09-02T09:22:31Z
Hero_4an3cuxv_710_O,4an3cuxv,finished,73f7e14,num_valid_anchors,12112,True,N/A,50000,50000,3000,20000,5000,retrieved,3.55,N/A,N/A,N/A,10,16,N/A,710,2026-09-02T09:44:41Z
Frostbite_a73hf55h_6000_X,a73hf55h,finished,22953c9,num_valid_anchors,2408,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6000,2026-09-02T11:53:44Z
Frostbite_nf6or5rz_6010_X,nf6or5rz,finished,22953c9,num_valid_anchors,254.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6010,2026-09-02T11:55:42Z
BattleZone_ud21wvr5_2000_O,ud21wvr5,finished,22953c9,num_valid_anchors,5750,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,2000,2026-09-02T12:08:33Z
Frostbite_it9k6a5h_10_O,it9k6a5h,finished,aedaca3,num_valid_anchors,1959,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,10,2026-09-02T12:27:45Z
Frostbite_9m1o68uw_710_O,9m1o68uw,finished,aedaca3,num_valid_anchors,1713,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,710,2026-09-02T12:48:29Z
BattleZone_vhhedzfs_2010_O,vhhedzfs,finished,22953c9,num_valid_anchors,13650,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,2010,2026-09-02T13:54:45Z
UpNDown_ij0nfckf_6000_X,ij0nfckf,finished,22953c9,num_valid_anchors,5715.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6000,2026-09-02T14:05:17Z
UpNDown_5wyfe3io_6010_X,5wyfe3io,finished,22953c9,num_valid_anchors,6136.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6010,2026-09-02T14:21:16Z
Frostbite_ws5pi2ps_3710_O,ws5pi2ps,finished,aedaca3,num_valid_anchors,2710,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,3710,2026-09-02T15:28:35Z
Qbert_8z1j9quz_10_O,8z1j9quz,finished,aedaca3,num_valid_anchors,1913.75,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,10,2026-09-02T15:48:04Z
UpNDown_g3ztlr29_6020_X,g3ztlr29,finished,22953c9,num_valid_anchors,2709.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6020,2026-09-02T16:47:10Z
Qbert_khttcftq_6000_X,khttcftq,finished,22953c9,num_valid_anchors,2642.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6000,2026-09-02T16:48:46Z
Qbert_dm4gsvmb_1_O,dm4gsvmb,finished,aedaca3,num_valid_anchors,1707.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,1,2026-09-02T18:21:17Z
Qbert_j4cu2jxc_3710_O,j4cu2jxc,finished,aedaca3,num_valid_anchors,900,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,3710,2026-09-02T18:43:35Z
BattleZone_xaiue9rv_6000_X,xaiue9rv,finished,22953c9,num_valid_anchors,14700,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6000,2026-09-02T19:03:59Z
BattleZone_0tro6v7m_6010_X,0tro6v7m,finished,22953c9,num_valid_anchors,8200,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6010,2026-09-02T19:20:27Z
Krull_u4lhk97u_2000_O,u4lhk97u,finished,22953c9,num_valid_anchors,5123,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,2000,2026-09-02T21:04:50Z
Alien_koqbgsvp_1_O,koqbgsvp,finished,aedaca3,num_valid_anchors,1153,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,1,2026-09-02T21:08:00Z
Amidar_82by942d_1_O,82by942d,finished,aedaca3,num_valid_anchors,107.3,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,1,2026-09-02T21:34:51Z
BattleZone_29ut9qq4_6020_X,29ut9qq4,finished,22953c9,num_valid_anchors,8050,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6020,2026-09-02T21:45:42Z
Alien_ic6akv9r_6000_X,ic6akv9r,finished,22953c9,num_valid_anchors,1219,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6000,2026-09-02T21:47:32Z
Krull_bt24pjxe_2010_O,bt24pjxe,finished,22953c9,num_valid_anchors,6054,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,2010,2026-09-02T22:53:58Z
Assault_ubtaj9sj_1_O,ubtaj9sj,finished,aedaca3,num_valid_anchors,729.2,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,1,2026-09-02T23:54:24Z
Alien_ch07udam_6010_X,ch07udam,finished,22953c9,num_valid_anchors,1177.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6010,2026-09-02T23:59:53Z
Amidar_4hmr7n97_6000_X,4hmr7n97,finished,22953c9,num_valid_anchors,130.8,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6000,2026-09-03T00:16:39Z
Asterix_pp9azut3_10_O,pp9azut3,finished,aedaca3,num_valid_anchors,567.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,10,2026-09-03T00:29:04Z
Amidar_4kbze0v9_6010_X,4kbze0v9,finished,22953c9,num_valid_anchors,255.8,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6010,2026-09-03T02:43:41Z
Amidar_2p8az3jj_6020_X,2p8az3jj,finished,22953c9,num_valid_anchors,316.65,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,6020,2026-09-03T02:47:00Z
Asterix_cw88m4aj_3710_O,cw88m4aj,finished,aedaca3,num_valid_anchors,560,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,3710,2026-09-03T02:54:08Z
Boxing_mzfiir0p_10_O,mzfiir0p,finished,aedaca3,num_valid_anchors,70.2,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,9,16,N/A,10,2026-09-03T03:32:42Z
Frostbite_bgs3j37r_3710_O,bgs3j37r,finished,bb78b2c,num_valid_anchors,2684,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-06T05:17:56Z
BattleZone_g4pz4opw_6020_O,g4pz4opw,finished,6cbc6f4,num_valid_anchors,5500,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6020,2026-09-06T05:24:01Z
BattleZone_uchbpd6m_6010_O,uchbpd6m,finished,6cbc6f4,num_valid_anchors,9500,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-06T05:24:13Z
BattleZone_9x6zxjh5_2010_O,9x6zxjh5,finished,6cbc6f4,num_valid_anchors,12750,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2010,2026-09-06T05:24:26Z
BattleZone_worr06cx_2000_O,worr06cx,finished,6cbc6f4,num_valid_anchors,12400,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2000,2026-09-06T05:24:29Z
Frostbite_hru15nv5_710_O,hru15nv5,finished,6cbc6f4,num_valid_anchors,2493.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,710,2026-09-06T05:26:47Z
BattleZone_bcp6aceb_6000_O,bcp6aceb,finished,6cbc6f4,num_valid_anchors,9300,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T05:32:58Z
Frostbite_saezpd09_6010_O,saezpd09,finished,6cbc6f4,num_valid_anchors,240,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-06T05:34:49Z
Frostbite_hmnnb6dt_10_O,hmnnb6dt,finished,aa1d395,num_valid_anchors,2127.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,10,2026-09-06T08:07:15Z
Qbert_gjhharv9_3710_O,gjhharv9,finished,aa1d395,num_valid_anchors,2226.25,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-06T08:17:46Z
Frostbite_66aoh95h_6000_O,66aoh95h,finished,aa1d395,num_valid_anchors,1969.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T10:37:34Z
Qbert_6eos9yad_6000_O,6eos9yad,finished,aa1d395,num_valid_anchors,3712.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T10:37:47Z
UpNDown_od6dz985_6020_O,od6dz985,finished,aa1d395,num_valid_anchors,3092.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6020,2026-09-06T10:47:52Z
UpNDown_85iu03z8_6010_O,85iu03z8,finished,aa1d395,num_valid_anchors,6277,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-06T10:51:07Z
Qbert_ta82zwcr_10_O,ta82zwcr,finished,aa1d395,num_valid_anchors,2205,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,10,2026-09-06T10:59:44Z
Qbert_likyq9wu_1_O,likyq9wu,finished,aa1d395,num_valid_anchors,2335,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,1,2026-09-06T11:06:26Z
Krull_g9hwc59t_2010_O,g9hwc59t,finished,6cbc6f4,num_valid_anchors,5893.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2010,2026-09-06T12:46:39Z
Krull_yvuqdsg3_2000_O,yvuqdsg3,finished,6cbc6f4,num_valid_anchors,3667.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2000,2026-09-06T12:55:57Z
Krull_8nswiawj_10_O,8nswiawj,finished,aa1d395,num_valid_anchors,6858.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,10,2026-09-06T13:46:19Z
UpNDown_pdl9tqre_1_O,pdl9tqre,finished,aa1d395,num_valid_anchors,6992.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,1,2026-09-06T13:52:24Z
UpNDown_b0jkbwmu_6000_O,b0jkbwmu,finished,aa1d395,num_valid_anchors,5697.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T15:47:00Z
Assault_bh0bw8i3_6010_X,bh0bw8i3,finished,aa1d395,num_valid_anchors,832.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-06T15:51:38Z
Asterix_e3ypvw05_6010_X,e3ypvw05,finished,aa1d395,num_valid_anchors,675,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-06T16:14:42Z
Asterix_w9ywq1kc_6000_X,w9ywq1kc,finished,aa1d395,num_valid_anchors,942.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T16:21:45Z
Krull_w7rex1z4_10_X,w7rex1z4,finished,aa1d395,num_valid_anchors,6202,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,10,2026-09-06T16:48:59Z
Krull_zj353rj8_3710_X,zj353rj8,finished,aa1d395,num_valid_anchors,6107.5,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-06T16:58:15Z
Krull_t3imlrmh_710_X,t3imlrmh,finished,aa1d395,num_valid_anchors,5689,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,710,2026-09-06T19:26:40Z
UpNDown_9qeudy0o_3710_X,9qeudy0o,finished,aa1d395,num_valid_anchors,5849,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-06T19:37:43Z
Qbert_cy8jxl8t_2000_O,cy8jxl8t,finished,6cbc6f4,num_valid_anchors,2983.75,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2000,2026-09-06T20:03:36Z
Alien_vm5gvx9f_2000_O,vm5gvx9f,finished,6cbc6f4,num_valid_anchors,697.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2000,2026-09-06T20:25:13Z
BankHeist_e0228fk7_6020_X,e0228fk7,finished,aa1d395,num_valid_anchors,677,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6020,2026-09-06T20:43:44Z
BankHeist_crlhbzlo_6010_X,crlhbzlo,finished,aa1d395,num_valid_anchors,170,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-06T21:08:24Z
BankHeist_pv677rc8_6000_X,pv677rc8,finished,aa1d395,num_valid_anchors,246,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T21:17:53Z
Boxing_gfyn8hz0_6000_X,gfyn8hz0,finished,aa1d395,num_valid_anchors,70.4,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-06T21:18:44Z
Krull_tn3wop1x_3710_O,tn3wop1x,finished,aa1d395,num_valid_anchors,6280.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-06T22:04:06Z
Krull_zgszlz75_710_O,zgszlz75,finished,aa1d395,num_valid_anchors,5958,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,710,2026-09-06T22:19:44Z
UpNDown_3o3vuyjd_3710_O,3o3vuyjd,finished,aa1d395,num_valid_anchors,6609,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-07T00:58:42Z
DemonAttack_8205suyf_10_X,8205suyf,finished,aa1d395,num_valid_anchors,214.25,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,10,2026-09-07T01:16:09Z
Alien_p3lfwv2c_6010_O,p3lfwv2c,finished,aa1d395,num_valid_anchors,1003,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6010,2026-09-07T01:40:28Z
Alien_e66fzu94_6000_O,e66fzu94,finished,aa1d395,num_valid_anchors,1525.5,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-07T02:08:29Z
Amidar_562wpxju_6000_O,562wpxju,finished,aa1d395,num_valid_anchors,170.25,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6000,2026-09-07T02:14:55Z
Amidar_hgi1cgq8_6020_O,hgi1cgq8,finished,aa1d395,num_valid_anchors,173.25,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,6020,2026-09-07T02:15:31Z
Assault_pvowjm0v_2000_O,pvowjm0v,finished,6cbc6f4,num_valid_anchors,652.45,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2000,2026-09-07T03:19:39Z
Gopher_w9ddyfb4_3710_X,w9ddyfb4,finished,aa1d395,num_valid_anchors,4219,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-07T03:54:21Z
Amidar_e61pscw7_2000_O,e61pscw7,finished,6cbc6f4,num_valid_anchors,201.1,True,N/A,50000,50000,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,2000,2026-09-07T03:54:42Z
Hero_5pfwi81q_710_X,5pfwi81q,finished,aa1d395,num_valid_anchors,13456.25,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,710,2026-09-07T04:01:08Z
Hero_ripirtlv_3710_X,ripirtlv,finished,aa1d395,num_valid_anchors,13081,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,3710,2026-09-07T06:33:58Z
Kangaroo_f8f6bg81_10_X,f8f6bg81,finished,aa1d395,num_valid_anchors,1770,False,N/A,N/A,N/A,3000,20000,5000,retrieved,3.5,N/A,N/A,N/A,10,16,0.4,10,2026-09-07T06:39:25Z
