panel,config,reference,sampling,games,seed_cells,min_n,max_n,wins,losses,game_sign_p,metric,reference_value,config_value,delta,improvement_pct,ci_low,ci_high,included_games
three_way,target: 4 (anchor 미설정),target: 1 (anchor 미설정),paired,12,37,1,5,7,5,0.7744140625,Mean,1.0877404235541173,1.0590489584722425,-0.028691465081874812,-2.637712496528116,-0.07321175853204424,0.01552006384059609,"Alien, Amidar, Assault, Asterix, BattleZone, Boxing, Breakout, ChopperCommand, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 4 (anchor 미설정),target: 1 (anchor 미설정),paired,12,37,1,5,7,5,0.7744140625,Median,0.3089180095138852,0.2898255876530577,-0.01909242186082749,-6.180417221667138,-0.03834467644103079,0.039582237135165683,"Alien, Amidar, Assault, Asterix, BattleZone, Boxing, Breakout, ChopperCommand, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 4 (anchor 미설정),target: 1 (anchor 미설정),paired,12,37,1,5,7,5,0.7744140625,IQM_game_workbook,0.3039242617945247,0.30429874770596016,0.0003744859114354626,0.12321685318056076,-0.021535356982559147,0.022601701177245442,"Alien, Amidar, Assault, Asterix, BattleZone, Boxing, Breakout, ChopperCommand, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 4 (anchor 미설정),target: 1 (anchor 미설정),paired,12,37,1,5,7,5,0.7744140625,Gap_game_workbook,0.5799364498018963,0.5787299577390512,-0.001206492062845066,0.20803866755697084,-0.01335968822183629,0.010949004137740847,"Alien, Amidar, Assault, Asterix, BattleZone, Boxing, Breakout, ChopperCommand, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 4 (anchor 미설정),target: 1 (anchor 미설정),paired,12,37,1,5,7,5,0.7744140625,IQM_run_equal_game,0.3078884472260036,0.30800644407521116,0.00011799684920754672,0.03832454587714097,-0.02155874200760324,0.022283195993031423,"Alien, Amidar, Assault, Asterix, BattleZone, Boxing, Breakout, ChopperCommand, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 4 (anchor 미설정),target: 1 (anchor 미설정),paired,12,37,1,5,7,5,0.7744140625,Gap_run_equal_game,0.5819391922961226,0.5804380023887816,-0.0015011899073409385,0.25796336236055584,-0.013161222592637125,0.009897703858845985,"Alien, Amidar, Assault, Asterix, BattleZone, Boxing, Breakout, ChopperCommand, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 4 (anchor 미설정),Retrieval 미사용,paired,21,62,1,5,8,13,0.38331031799316406,Mean,0.9346797283231603,0.9177019270235643,-0.016977801299595918,-1.8164298192338606,-0.0787877002330612,0.044991744208135176,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Breakout, ChopperCommand, CrazyClimber, DemonAttack, Frostbite, Gopher, Hero, Kangaroo, Krull, KungFuMaster, MsPacman, Pong, Qbert, UpNDown"
baseline_all_available,target: 4 (anchor 미설정),Retrieval 미사용,paired,21,62,1,5,8,13,0.38331031799316406,Median,0.40187375570909944,0.410948224878582,0.009074469169482569,2.2580397551641114,-0.05092423873865069,0.07167184827606138,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Breakout, ChopperCommand, CrazyClimber, DemonAttack, Frostbite, Gopher, Hero, Kangaroo, Krull, KungFuMaster, MsPacman, Pong, Qbert, UpNDown"
baseline_all_available,target: 4 (anchor 미설정),Retrieval 미사용,paired,21,62,1,5,8,13,0.38331031799316406,IQM_game_workbook,0.4576841773956559,0.4552665062204071,-0.0024176711752488256,-0.528240060429009,-0.03256340498836064,0.0370965098514358,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Breakout, ChopperCommand, CrazyClimber, DemonAttack, Frostbite, Gopher, Hero, Kangaroo, Krull, KungFuMaster, MsPacman, Pong, Qbert, UpNDown"
baseline_all_available,target: 4 (anchor 미설정),Retrieval 미사용,paired,21,62,1,5,8,13,0.38331031799316406,Gap_game_workbook,0.5052374946429687,0.5043469127004195,-0.0008905819425492068,0.17626996254079394,-0.019002879578151086,0.017025458434156135,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Breakout, ChopperCommand, CrazyClimber, DemonAttack, Frostbite, Gopher, Hero, Kangaroo, Krull, KungFuMaster, MsPacman, Pong, Qbert, UpNDown"
baseline_all_available,target: 4 (anchor 미설정),Retrieval 미사용,paired,21,62,1,5,8,13,0.38331031799316406,IQM_run_equal_game,0.44124880549715406,0.44881244372150675,0.007563638224352687,1.7141436146961921,-0.027563522623865074,0.042880739571925834,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Breakout, ChopperCommand, CrazyClimber, DemonAttack, Frostbite, Gopher, Hero, Kangaroo, Krull, KungFuMaster, MsPacman, Pong, Qbert, UpNDown"
baseline_all_available,target: 4 (anchor 미설정),Retrieval 미사용,paired,21,62,1,5,8,13,0.38331031799316406,Gap_run_equal_game,0.5088712422143606,0.5069555543534803,-0.0019156878608803662,0.37645826723165227,-0.020029460722077987,0.01577871192830201,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Breakout, ChopperCommand, CrazyClimber, DemonAttack, Frostbite, Gopher, Hero, Kangaroo, Krull, KungFuMaster, MsPacman, Pong, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),Retrieval 미사용,paired,8,28,2,5,1,7,0.0703125,Mean,0.7715410344504957,0.7281889965901259,-0.043352037860369785,-5.618889459488804,-0.07542452530311038,-0.01068418154389775,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),Retrieval 미사용,paired,8,28,2,5,1,7,0.0703125,Median,0.3094279931094581,0.2851105456808055,-0.024317447428652605,-7.85883888018188,-0.059070120992105346,0.03237100514477497,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),Retrieval 미사용,paired,8,28,2,5,1,7,0.0703125,IQM_game_workbook,0.3044842238968078,0.3009498007232077,-0.0035344231736000875,-1.1607902466559097,-0.03382873039898119,0.027172770500714972,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),Retrieval 미사용,paired,8,28,2,5,1,7,0.0703125,Gap_game_workbook,0.5665795996137789,0.5721018166457805,0.0055222170320016195,-0.974658642098296,-0.014978772259552011,0.020898001193524765,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),Retrieval 미사용,paired,8,28,2,5,1,7,0.0703125,IQM_run_equal_game,0.31715315313166836,0.3111357410561269,-0.006017412075541462,-1.8973205897919263,-0.03635349550966463,0.023041289764890012,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),Retrieval 미사용,paired,8,28,2,5,1,7,0.0703125,Gap_run_equal_game,0.5763306901962781,0.5763799472590727,4.925706279457209e-05,-0.008546666632970188,-0.01870436677499517,0.018049421947185628,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),target: 1 (anchor 미설정),paired,8,28,2,5,1,7,0.0703125,Mean,0.7914591582445433,0.7281889965901259,-0.06327016165441735,-7.994115804377144,-0.09137751038406611,-0.03532882151760724,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),target: 1 (anchor 미설정),paired,8,28,2,5,1,7,0.0703125,Median,0.31175076824014675,0.2851105456808055,-0.02664022255934123,-8.545359073123384,-0.05973006830625549,0.02172555721957814,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),target: 1 (anchor 미설정),paired,8,28,2,5,1,7,0.0703125,IQM_game_workbook,0.32128406829215805,0.3009498007232077,-0.020334267568950348,-6.3290619037043205,-0.052183883031750894,0.012234718339764201,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),target: 1 (anchor 미설정),paired,8,28,2,5,1,7,0.0703125,Gap_game_workbook,0.5638800066778524,0.5721018166457805,0.008221809967928095,-1.4580779368943397,-0.00839722327243595,0.02577274627276711,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),target: 1 (anchor 미설정),paired,8,28,2,5,1,7,0.0703125,IQM_run_equal_game,0.3303249922907531,0.3111357410561269,-0.019189251234626226,-5.809203566933193,-0.051589122816121664,0.01222685383643701,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
three_way,target: 8 (anchor: 0.3),target: 1 (anchor 미설정),paired,8,28,2,5,1,7,0.0703125,Gap_run_equal_game,0.5677852543042318,0.5763799472590727,0.008594692954840943,-1.5137224663174713,-0.008374343884661462,0.02538025988704058,"Alien, Amidar, Assault, BattleZone, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 8 (anchor: 0.3),Retrieval 미사용,paired,11,41,1,5,4,7,0.548828125,Mean,1.186770775430842,1.203329398125403,0.016558622694560876,1.3952671431894232,-0.0377799065054306,0.07492392546674677,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 8 (anchor: 0.3),Retrieval 미사용,paired,11,41,1,5,4,7,0.548828125,Median,0.40187375570909944,0.4621618456493735,0.06028808994027407,15.001748455530956,-0.046916587720485514,0.11503586412234401,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 8 (anchor: 0.3),Retrieval 미사용,paired,11,41,1,5,4,7,0.548828125,IQM_game_workbook,0.448961184921454,0.43454351846874406,-0.01441766645270992,-3.211339184083876,-0.047576235565528466,0.019382396238431906,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 8 (anchor: 0.3),Retrieval 미사용,paired,11,41,1,5,4,7,0.548828125,Gap_game_workbook,0.5359817089840814,0.5407554967749993,0.0047737877909179716,-0.8906624444267655,-0.013608438466723846,0.020546216255483404,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 8 (anchor: 0.3),Retrieval 미사용,paired,11,41,1,5,4,7,0.548828125,IQM_run_equal_game,0.3733650015385869,0.37250513473102087,-0.0008598668075660565,-0.23030193082443753,-0.037599366602802345,0.027756983942078043,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Frostbite, Krull, Qbert, UpNDown"
baseline_all_available,target: 8 (anchor: 0.3),Retrieval 미사용,paired,11,41,1,5,4,7,0.548828125,Gap_run_equal_game,0.5430734112258991,0.5438668644937573,0.0007934532678581796,-0.14610423774330786,-0.016726558157928565,0.018226706948518644,"Alien, Amidar, Assault, Asterix, BankHeist, BattleZone, Boxing, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Mean,0.7013922271966485,0.6686352852455679,-0.03275694195108059,-4.670274445727007,-0.061497547898300815,-0.0039274882641045505,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Median,0.2317134448352595,0.2205153973153399,-0.011198047519919596,-4.832713754646837,-0.048697905459056,0.052837531817319566,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_game_workbook,0.27171677229705754,0.2882969555047184,0.01658018320766086,6.102009481230838,-0.0019726513265268253,0.036773257163296866,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_game_workbook,0.6526392214483835,0.6361154675145525,-0.016523753933830987,2.531835873602615,-0.030947378187856638,-0.0032609393675159604,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_run_equal_game,0.25731627806400503,0.2621502404016903,0.004833962337685294,1.8786072820790958,-0.012361884288831749,0.028706260331766202,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_run_equal_game,0.6526392214483834,0.6361154675145524,-0.016523753933830987,2.5318358736026156,-0.03094737818785653,-0.0032609393675160658,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Mean,0.735371608927964,0.6686352852455679,-0.06673632368239613,-9.075183604067249,-0.0991881336814076,-0.034332898344175404,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Median,0.19596101902777044,0.2205153973153399,0.024554378287569456,12.530236069087678,-0.017341586836876727,0.07634338015664616,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,IQM_game_workbook,0.28427257702970316,0.2882969555047184,0.0040243784750152445,1.4156759392921479,-0.02246752376118475,0.02754023914616008,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Gap_game_workbook,0.6369268186397843,0.6361154675145525,-0.0008113511252317851,0.1273852978846926,-0.01791364844237592,0.017968423431193162,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,IQM_run_equal_game,0.25202890906653497,0.2621502404016903,0.010121331335155359,4.015940620717981,-0.012155289022689244,0.03317717370152242,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.12),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Gap_run_equal_game,0.6369268186397842,0.6361154675145524,-0.0008113511252317851,0.12738529788469263,-0.01791364844237614,0.01796842343119327,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),Retrieval 미사용,paired,7,22,1,5,3,4,1.0,Mean,0.7013922271966485,0.7078069837216888,0.0064147565250403105,0.9145747951440889,-0.07512558963160473,0.08829081155292103,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),Retrieval 미사용,paired,7,22,1,5,3,4,1.0,Median,0.2317134448352595,0.21132725576053407,-0.02038618907472542,-8.798017348203215,-0.0901586390065322,0.0487162421997879,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),Retrieval 미사용,paired,7,22,1,5,3,4,1.0,IQM_game_workbook,0.27171677229705754,0.2679881191383919,-0.0037286531586656624,-1.372257268899569,-0.02953363163777001,0.02372859674330664,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),Retrieval 미사용,paired,7,22,1,5,3,4,1.0,Gap_game_workbook,0.6526392214483835,0.6549899383258186,0.002350716877435155,-0.3601862714009551,-0.01726160448111643,0.020782844362509843,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),Retrieval 미사용,paired,7,22,1,5,3,4,1.0,IQM_run_equal_game,0.25731627806400503,0.24469471322450626,-0.012621564839498778,-4.905078269614672,-0.04291074566090024,0.019268998511161317,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),Retrieval 미사용,paired,7,22,1,5,3,4,1.0,Gap_run_equal_game,0.6526392214483834,0.6549899383258186,0.002350716877435266,-0.3601862714009722,-0.01726160448111654,0.02078284436250973,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Mean,0.735371608927964,0.7078069837216888,-0.02756462520627523,-3.7483939917750377,-0.1102225392472951,0.05546333602889818,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Median,0.19596101902777044,0.21132725576053407,0.015366236732763633,7.841476232875692,-0.03689028748561066,0.05656449644677339,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,IQM_game_workbook,0.28427257702970316,0.2679881191383919,-0.016284457891311277,-5.728465989039014,-0.04349515559754964,0.010176381128462052,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Gap_game_workbook,0.6369268186397843,0.6549899383258186,0.018063119686034357,-2.835980391689238,-0.0013554550294397252,0.03740549901865375,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,IQM_run_equal_game,0.25202890906653497,0.24469471322450626,-0.007334195842028712,-2.9100613374843056,-0.04030768668705429,0.018954983072435025,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 12 (anchor: 0.2),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Gap_run_equal_game,0.6369268186397842,0.6549899383258186,0.018063119686034468,-2.835980391689256,-0.001355455029439839,0.03740549901865331,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Mean,0.7013922271966485,0.7345015006327572,0.0331092734361087,4.72050760648448,0.0017972273576244194,0.064450158817028,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Median,0.2317134448352595,0.22080252673892758,-0.010910918096331906,-4.7087980173481965,-0.07004217107688601,0.0315842365946451,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_game_workbook,0.27171677229705754,0.2632256478518382,-0.008491124445219322,-3.124990913676945,-0.034483376018321146,0.019114835818070646,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_game_workbook,0.6526392214483835,0.6566661139540612,0.0040268925056776705,-0.6170166262366064,-0.01567780689701539,0.022895039361694902,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_run_equal_game,0.25731627806400503,0.23915917045814145,-0.018157107605863587,-7.056338503911974,-0.04620591634226739,0.013884374433688462,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_run_equal_game,0.6526392214483834,0.6566661139540613,0.004026892505677893,-0.6170166262366406,-0.015677806897015714,0.022895039361694906,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Mean,0.735371608927964,0.7345015006327572,-0.0008701082952068395,-0.11832225838515804,-0.029287580548717843,0.0272908844667893,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Median,0.19596101902777044,0.22080252673892758,0.024841507711157146,12.676759813969305,-0.06612893325666142,0.07666355609791115,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,IQM_game_workbook,0.28427257702970316,0.2632256478518382,-0.021046929177864937,-7.403784564019265,-0.04407063895699585,0.0019000348948137403,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Gap_game_workbook,0.6369268186397843,0.6566661139540612,0.019739295314276872,-3.0991465167743995,0.003262239138808694,0.03601186518386615,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,IQM_run_equal_game,0.25202890906653497,0.23915917045814145,-0.012869738608393522,-5.106453325557166,-0.0414950828203376,0.011130720900837188,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor 미설정),target: 1 (anchor 미설정),paired,7,22,1,5,3,4,1.0,Gap_run_equal_game,0.6369268186397842,0.6566661139540613,0.019739295314277094,-3.099146516774435,0.0032622391388086995,0.03601186518386647,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Mean,0.7013922271966485,0.637297596353557,-0.06409463084309153,-9.138200903546853,-0.1474180248813255,0.019816802372294953,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Median,0.2317134448352595,0.21620845596152466,-0.015504988873734832,-6.691449814126392,-0.10020816883210107,0.07098265004401441,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_game_workbook,0.27171677229705754,0.27677131676101074,0.005054544463953203,1.8602254182628313,-0.026795588338367857,0.038525516638401834,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_game_workbook,0.6526392214483835,0.6457402089324918,-0.006899012515891645,1.057094377592089,-0.030806849783354767,0.01585108234290922,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_run_equal_game,0.25731627806400503,0.2577947627617813,0.00047848469777628244,0.18595197372521602,-0.03690519430908001,0.038014989393887005,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_run_equal_game,0.6526392214483834,0.6457402089324918,-0.006899012515891534,1.057094377592072,-0.03080684978335476,0.015851082342909432,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Mean,0.735371608927964,0.637297596353557,-0.09807401257440707,-13.33666018428164,-0.17749230120803558,-0.018451698137371936,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Median,0.19596101902777044,0.21620845596152466,0.02024743693375422,10.332379895863305,-0.043356542961739936,0.08039623860455103,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,IQM_game_workbook,0.28427257702970316,0.27677131676101074,-0.007501260268692411,-2.638756206128394,-0.029202455524561046,0.014004500630434031,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Gap_game_workbook,0.6369268186397843,0.6457402089324918,0.008813390292707557,-1.3837367237148785,-0.00723444783323319,0.02404404336634079,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,IQM_run_equal_game,0.25202890906653497,0.2577947627617813,0.005765853695246348,2.2877747305267184,-0.020831565653804163,0.027629425868880366,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 16 (anchor: 0.4),target: 1 (anchor 미설정),paired,7,22,1,5,2,5,0.453125,Gap_run_equal_game,0.6369268186397842,0.6457402089324918,0.008813390292707668,-1.383736723714896,-0.007234447833232973,0.024044043366340785,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 4 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Mean,0.7013922271966485,0.6851802170371715,-0.01621201015947704,-2.31140430858121,-0.08602464694576671,0.05339299358032716,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 4 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Median,0.2317134448352595,0.22201228641722653,-0.009701158418032957,-4.186705016159142,-0.07396929451782872,0.06243251501391803,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 4 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_game_workbook,0.27171677229705754,0.28859129878639295,0.016874526489335406,6.210336721830013,-0.010171161815173498,0.04597740118022487,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 4 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,Gap_game_workbook,0.6526392214483835,0.6361312583726645,-0.016507963075719,2.5294163349673275,-0.03698631145673853,0.0034153644325353944,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
all_configs_identical_cells,target: 4 (anchor 미설정),Retrieval 미사용,paired,7,22,1,5,4,3,1.0,IQM_run_equal_game,0.25731627806400503,0.26168568604610676,0.004369407982101725,1.6980690125693778,-0.025002647106058696,0.03666082019935052,"Alien, Amidar, BattleZone, Frostbite, Krull, Qbert, UpNDown"
